what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1444561707749
java.vendor,sysinfo,,,"Oracle Corporation",1444561707749
java.version,sysinfo,,,"1.7.0_79",1444561707749
java.vm.info,sysinfo,,,"mixed mode",1444561707749
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1444561707749
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1444561707749
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1444561707749
java.vm.specification.version,sysinfo,,,"1.7",1444561707749
java.vm.vendor,sysinfo,,,"Oracle Corporation",1444561707749
java.vm.version,sysinfo,,,"24.79-b02",1444561707749
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1444561709135
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1444561709149
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1444561709176
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1444561709257
opened,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1444561709637
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1444561709680
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1444561711763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444561716628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1444561721410
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1444561721972
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1444561721984
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1444561723717
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1444561723779
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1444561723780
